serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R101780412N072210DU0Q,622312062758,SAP File,2025-07-01T05:00:54.766Z,SAP File,2025-07-01T05:00:54.766Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86D6B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0M,622312063400,SAP File,2025-07-01T05:00:54.722Z,SAP File,2025-07-01T05:00:54.722Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86C58,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0L,622312063375,SAP File,2025-07-01T05:00:54.675Z,SAP File,2025-07-01T05:00:54.675Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86CE9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0H,622312063524,SAP File,2025-07-01T05:00:54.634Z,SAP File,2025-07-01T05:00:54.634Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86C7A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0G,622312062952,SAP File,2025-07-01T05:00:54.588Z,SAP File,2025-07-01T05:00:54.588Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86C4D,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0F,622312009857,SAP File,2025-07-01T05:00:54.542Z,SAP File,2025-07-01T05:00:54.542Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86C05,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0E,622312009460,SAP File,2025-07-01T05:00:54.500Z,SAP File,2025-07-01T05:00:54.500Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86C13,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0D,622312062929,SAP File,2025-07-01T05:00:54.456Z,SAP File,2025-07-01T05:00:54.456Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86BDD,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0C,622312009880,SAP File,2025-07-01T05:00:54.415Z,SAP File,2025-07-01T05:00:54.415Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86BD7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0B,622312067571,SAP File,2025-07-01T05:00:54.372Z,SAP File,2025-07-01T05:00:54.372Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86BC5,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU0A,622312063455,SAP File,2025-07-01T05:00:54.330Z,SAP File,2025-07-01T05:00:54.330Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86BB7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU09,622312062918,SAP File,2025-07-01T05:00:54.289Z,SAP File,2025-07-01T05:00:54.289Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86BA2,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU05,622312063046,SAP File,2025-07-01T05:00:54.245Z,SAP File,2025-07-01T05:00:54.245Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86B51,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU04,622312023119,SAP File,2025-07-01T05:00:54.203Z,SAP File,2025-07-01T05:00:54.203Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86B3D,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU03,622312062894,SAP File,2025-07-01T05:00:54.162Z,SAP File,2025-07-01T05:00:54.162Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86B32,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DU00,622312063024,SAP File,2025-07-01T05:00:54.121Z,SAP File,2025-07-01T05:00:54.121Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86B08,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZY,622312066909,SAP File,2025-07-01T05:00:54.075Z,SAP File,2025-07-01T05:00:54.075Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86AE6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZX,622312063557,SAP File,2025-07-01T05:00:54.025Z,SAP File,2025-07-01T05:00:54.025Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86AC7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZW,622312063488,SAP File,2025-07-01T05:00:53.983Z,SAP File,2025-07-01T05:00:53.983Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86ABE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZU,622312066896,SAP File,2025-07-01T05:00:53.938Z,SAP File,2025-07-01T05:00:53.938Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86A8A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZT,622312066998,SAP File,2025-07-01T05:00:53.897Z,SAP File,2025-07-01T05:00:53.897Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86A81,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZS,622312066987,SAP File,2025-07-01T05:00:53.847Z,SAP File,2025-07-01T05:00:53.847Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86A53,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZR,622312067617,SAP File,2025-07-01T05:00:53.809Z,SAP File,2025-07-01T05:00:53.809Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86A41,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZP,622312067684,SAP File,2025-07-01T05:00:53.765Z,SAP File,2025-07-01T05:00:53.765Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86A0C,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZM,622312067048,SAP File,2025-07-01T05:00:53.719Z,SAP File,2025-07-01T05:00:53.719Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E869CD,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZL,622312009313,SAP File,2025-07-01T05:00:53.678Z,SAP File,2025-07-01T05:00:53.678Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E869BB,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZK,622312068074,SAP File,2025-07-01T05:00:53.626Z,SAP File,2025-07-01T05:00:53.626Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E869A3,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZJ,622312063386,SAP File,2025-07-01T05:00:53.587Z,SAP File,2025-07-01T05:00:53.587Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86998,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZI,622312067015,SAP File,2025-07-01T05:00:53.546Z,SAP File,2025-07-01T05:00:53.546Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E8697D,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZH,622312068063,SAP File,2025-07-01T05:00:53.503Z,SAP File,2025-07-01T05:00:53.503Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E8696F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZG,622312067593,SAP File,2025-07-01T05:00:53.458Z,SAP File,2025-07-01T05:00:53.458Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E8694E,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZD,622312087400,SAP File,2025-07-01T05:00:53.413Z,SAP File,2025-07-01T05:00:53.413Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86929,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZB,622312067731,SAP File,2025-07-01T05:00:53.369Z,SAP File,2025-07-01T05:00:53.369Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E868A3,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZA,622312067800,SAP File,2025-07-01T05:00:53.325Z,SAP File,2025-07-01T05:00:53.325Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86891,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZ8,622312068052,SAP File,2025-07-01T05:00:53.280Z,SAP File,2025-07-01T05:00:53.280Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86863,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZ7,622312066943,SAP File,2025-07-01T05:00:53.235Z,SAP File,2025-07-01T05:00:53.235Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86857,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZ5,622312067991,SAP File,2025-07-01T05:00:53.190Z,SAP File,2025-07-01T05:00:53.190Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86829,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZ4,622312009404,SAP File,2025-07-01T05:00:53.148Z,SAP File,2025-07-01T05:00:53.148Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E8681A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTZ2,622302317035,SAP File,2025-07-01T05:00:53.103Z,SAP File,2025-07-01T05:00:53.103Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E867E1,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYZ,622312067822,SAP File,2025-07-01T05:00:53.059Z,SAP File,2025-07-01T05:00:53.059Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86776,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYY,622312067775,SAP File,2025-07-01T05:00:53.017Z,SAP File,2025-07-01T05:00:53.017Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E8676B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYV,622312067708,SAP File,2025-07-01T05:00:52.969Z,SAP File,2025-07-01T05:00:52.969Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86723,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYU,622312067560,SAP File,2025-07-01T05:00:52.925Z,SAP File,2025-07-01T05:00:52.925Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E86714,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYR,622312068018,SAP File,2025-07-01T05:00:52.879Z,SAP File,2025-07-01T05:00:52.879Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E866F8,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYQ,622312021135,SAP File,2025-07-01T05:00:52.832Z,SAP File,2025-07-01T05:00:52.832Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E866DE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYO,622312009802,SAP File,2025-07-01T05:00:52.786Z,SAP File,2025-07-01T05:00:52.786Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E866D6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYN,622312068041,SAP File,2025-07-01T05:00:52.744Z,SAP File,2025-07-01T05:00:52.744Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E866CE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DTYM,622312067844,SAP File,2025-07-01T05:00:52.702Z,SAP File,2025-07-01T05:00:52.702Z,8403115238,,,,,,,Attribuito,false,IMSUS016,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E866BE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
