serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R101780412N082210DVJO,622312075159,SAP File,2025-07-02T04:58:14.560Z,SAP File,2025-07-02T04:58:14.560Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E982AF,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJN,622312074258,SAP File,2025-07-02T04:58:14.508Z,SAP File,2025-07-02T04:58:14.508Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E982A6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJM,622312075706,SAP File,2025-07-02T04:58:14.453Z,SAP File,2025-07-02T04:58:14.453Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98294,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJL,622312074952,SAP File,2025-07-02T04:58:14.405Z,SAP File,2025-07-02T04:58:14.405Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98285,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJE,622312074747,SAP File,2025-07-02T04:58:14.346Z,SAP File,2025-07-02T04:58:14.346Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98246,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJC,622312074861,SAP File,2025-07-02T04:58:14.297Z,SAP File,2025-07-02T04:58:14.297Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9822E,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVJB,622312075411,SAP File,2025-07-02T04:58:14.247Z,SAP File,2025-07-02T04:58:14.247Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98225,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIZ,622312074907,SAP File,2025-07-02T04:58:14.197Z,SAP File,2025-07-02T04:58:14.197Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E981BF,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIY,622312074816,SAP File,2025-07-02T04:58:14.143Z,SAP File,2025-07-02T04:58:14.143Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E981D4,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIW,622312074407,SAP File,2025-07-02T04:58:14.091Z,SAP File,2025-07-02T04:58:14.091Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E981C8,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIT,622312074678,SAP File,2025-07-02T04:58:14.041Z,SAP File,2025-07-02T04:58:14.041Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E981AA,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIR,622312074689,SAP File,2025-07-02T04:58:13.991Z,SAP File,2025-07-02T04:58:13.991Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98198,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVIQ,622312074849,SAP File,2025-07-02T04:58:13.943Z,SAP File,2025-07-02T04:58:13.943Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E98186,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVFQ,622312076130,SAP File,2025-07-02T04:58:13.892Z,SAP File,2025-07-02T04:58:13.892Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97DED,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVBN,622312082303,SAP File,2025-07-02T04:58:13.839Z,SAP File,2025-07-02T04:58:13.839Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9794C,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DVAC,622312023675,SAP File,2025-07-02T04:58:13.789Z,SAP File,2025-07-02T04:58:13.789Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E977E7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGI,622312052050,SAP File,2025-07-02T04:58:13.736Z,SAP File,2025-07-02T04:58:13.736Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CEBE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGH,622312052049,SAP File,2025-07-02T04:58:13.682Z,SAP File,2025-07-02T04:58:13.682Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CEA0,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGG,622312067059,SAP File,2025-07-02T04:58:13.637Z,SAP File,2025-07-02T04:58:13.637Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CE88,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGF,622312052243,SAP File,2025-07-02T04:58:13.589Z,SAP File,2025-07-02T04:58:13.589Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CE5E,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGE,622312052118,SAP File,2025-07-02T04:58:13.541Z,SAP File,2025-07-02T04:58:13.541Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CE49,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGD,622312005833,SAP File,2025-07-02T04:58:13.493Z,SAP File,2025-07-02T04:58:13.493Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CE34,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRGA,622302294077,SAP File,2025-07-02T04:58:13.439Z,SAP File,2025-07-02T04:58:13.439Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CDCE,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRG9,622312052312,SAP File,2025-07-02T04:58:13.391Z,SAP File,2025-07-02T04:58:13.391Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CDB9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRG8,622312005844,SAP File,2025-07-02T04:58:13.344Z,SAP File,2025-07-02T04:58:13.344Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CDA4,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRG6,622312089428,SAP File,2025-07-02T04:58:13.299Z,SAP File,2025-07-02T04:58:13.299Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CD92,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRG3,622312005402,SAP File,2025-07-02T04:58:13.249Z,SAP File,2025-07-02T04:58:13.249Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CD17,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRG0,622312052174,SAP File,2025-07-02T04:58:13.200Z,SAP File,2025-07-02T04:58:13.200Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CCED,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFW,622312052630,SAP File,2025-07-02T04:58:13.154Z,SAP File,2025-07-02T04:58:13.154Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CCB4,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFV,622312005333,SAP File,2025-07-02T04:58:13.102Z,SAP File,2025-07-02T04:58:13.102Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CCB1,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFU,622302295569,SAP File,2025-07-02T04:58:13.049Z,SAP File,2025-07-02T04:58:13.049Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CC96,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFS,622302296186,SAP File,2025-07-02T04:58:12.996Z,SAP File,2025-07-02T04:58:12.996Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CC87,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFN,622302295423,SAP File,2025-07-02T04:58:12.944Z,SAP File,2025-07-02T04:58:12.944Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CC51,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFM,622312052549,SAP File,2025-07-02T04:58:12.895Z,SAP File,2025-07-02T04:58:12.895Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CC24,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFK,622302295285,SAP File,2025-07-02T04:58:12.847Z,SAP File,2025-07-02T04:58:12.847Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CBD0,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRFJ,622312005888,SAP File,2025-07-02T04:58:12.799Z,SAP File,2025-07-02T04:58:12.799Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CBA9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRF3,622302295707,SAP File,2025-07-02T04:58:12.752Z,SAP File,2025-07-02T04:58:12.752Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6C627,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRF2,622302297703,SAP File,2025-07-02T04:58:12.697Z,SAP File,2025-07-02T04:58:12.697Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CAAA,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRF1,622312005366,SAP File,2025-07-02T04:58:12.648Z,SAP File,2025-07-02T04:58:12.648Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6CADA,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N072210DRDR,622302295763,SAP File,2025-07-02T04:58:12.589Z,SAP File,2025-07-02T04:58:12.589Z,8403115202,,,,,,,Attribuito,false,IMSUS017,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E6C786,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A3677,22510C6008559,SAP File,2025-07-02T04:58:12.533Z,SAP File,2025-07-02T04:58:12.533Z,8403116989,,,,,,,Attribuito,false,IMSUS017,787081,,,,NO DISCOVERATO SU REGMAN,,,BC071D780BB0,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A3310,22510C6007745,SAP File,2025-07-02T04:58:12.484Z,SAP File,2025-07-02T04:58:12.484Z,8403116989,,,,,,,Attribuito,false,IMSUS017,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5F7C2C30,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A3076,22510C6007323,SAP File,2025-07-02T04:58:12.427Z,SAP File,2025-07-02T04:58:12.427Z,8403116989,,,,,,,Attribuito,false,IMSUS017,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5F7C1F00,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A1402,22510C6005271,SAP File,2025-07-02T04:58:12.377Z,SAP File,2025-07-02T04:58:12.377Z,8403116989,,,,,,,Attribuito,false,IMSUS017,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5F7BDEE0,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A1304,22510C6005159,SAP File,2025-07-02T04:58:12.325Z,SAP File,2025-07-02T04:58:12.325Z,8403116989,,,,,,,Attribuito,false,IMSUS017,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5F7BDB60,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325105FE3,ZTEEGANR3M05570,SAP File,2025-07-02T04:58:12.266Z,SAP File,2025-07-02T04:58:12.266Z,8403115085,,,,,,,Attribuito,false,IMSUS017,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8E638C,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R77,ZTEEGANR2J02163,SAP File,2025-06-27T04:52:21.625Z,SAP File,2025-06-27T04:52:21.625Z,8403114113,,,,,,,Attribuito,false,IMSUS017,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762D63,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R51,ZTEEGANR2J02085,SAP File,2025-06-27T04:52:21.583Z,SAP File,2025-06-27T04:52:21.583Z,8403114113,,,,,,,Attribuito,false,IMSUS017,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762C2B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R4N,ZTEEGANR2J02071,SAP File,2025-06-27T04:52:21.543Z,SAP File,2025-06-27T04:52:21.543Z,8403114113,,,,,,,Attribuito,false,IMSUS017,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762BF3,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
