serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R101780412N082210DUZT,622312027235,SAP File,2025-06-28T05:01:33.475Z,SAP File,2025-06-28T05:01:33.475Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97154,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZS,622302310909,SAP File,2025-06-28T05:01:33.425Z,SAP File,2025-06-28T05:01:33.425Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97151,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZQ,622312027326,SAP File,2025-06-28T05:01:33.372Z,SAP File,2025-06-28T05:01:33.372Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9714B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZO,622312027064,SAP File,2025-06-28T05:01:33.325Z,SAP File,2025-06-28T05:01:33.325Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97142,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZH,622312026890,SAP File,2025-06-28T05:01:33.246Z,SAP File,2025-06-28T05:01:33.246Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9712D,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZD,622312027019,SAP File,2025-06-28T05:01:33.153Z,SAP File,2025-06-28T05:01:33.153Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97121,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZC,622312027008,SAP File,2025-06-28T05:01:33.110Z,SAP File,2025-06-28T05:01:33.110Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9711E,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZB,622312027031,SAP File,2025-06-28T05:01:33.068Z,SAP File,2025-06-28T05:01:33.068Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9711B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZ7,622312026970,SAP File,2025-06-28T05:01:33.023Z,SAP File,2025-06-28T05:01:33.023Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9710C,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZ6,622312084296,SAP File,2025-06-28T05:01:32.982Z,SAP File,2025-06-28T05:01:32.982Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97106,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUZ5,622312027484,SAP File,2025-06-28T05:01:32.938Z,SAP File,2025-06-28T05:01:32.938Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97103,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYY,622312088334,SAP File,2025-06-28T05:01:32.891Z,SAP File,2025-06-28T05:01:32.891Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E970D3,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYX,622312027280,SAP File,2025-06-28T05:01:32.849Z,SAP File,2025-06-28T05:01:32.849Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E970CD,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYW,622312083340,SAP File,2025-06-28T05:01:32.806Z,SAP File,2025-06-28T05:01:32.806Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E970C4,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYO,622312081800,SAP File,2025-06-28T05:01:32.740Z,SAP File,2025-06-28T05:01:32.740Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9708B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYM,622312027940,SAP File,2025-06-28T05:01:32.696Z,SAP File,2025-06-28T05:01:32.696Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E9707F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N082210DUYL,622312033668,SAP File,2025-06-28T05:01:32.655Z,SAP File,2025-06-28T05:01:32.655Z,8403115199,,,,,,,Attribuito,false,IMSUS230,780412,,,,NO DISCOVERATO SU REGMAN,,,F04DD4E97079,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103Q7X,ZTEEGANR2J00893,SAP File,2025-06-27T04:52:34.259Z,SAP File,2025-06-27T04:52:34.259Z,8403113883,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D76198B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103Q6Q,ZTEEGANR2J00850,SAP File,2025-06-27T04:52:34.216Z,SAP File,2025-06-27T04:52:34.216Z,8403113883,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D7618DF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103Q0C,ZTEEGANR2J00620,SAP File,2025-06-27T04:52:34.174Z,SAP File,2025-06-27T04:52:34.174Z,8403113883,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D761547,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103PZ7,ZTEEGANR2J00579,SAP File,2025-06-27T04:52:34.131Z,SAP File,2025-06-27T04:52:34.131Z,8403113883,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D7614A3,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103PYW,ZTEEGANR2J00568,SAP File,2025-06-27T04:52:34.086Z,SAP File,2025-06-27T04:52:34.086Z,8403113883,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D761477,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RNW,ZTEEGANR3806112,SAP File,2025-06-26T04:52:09.548Z,SAP File,2025-06-26T04:52:09.548Z,8403113600,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528FA3,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RMR,ZTEEGANR3806071,SAP File,2025-06-26T04:52:09.498Z,SAP File,2025-06-26T04:52:09.498Z,8403113600,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528EFF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RL3,ZTEEGANR3806011,SAP File,2025-06-26T04:52:09.451Z,SAP File,2025-06-26T04:52:09.451Z,8403113600,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528E0F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RKN,ZTEEGANR3805995,SAP File,2025-06-26T04:52:09.403Z,SAP File,2025-06-26T04:52:09.403Z,8403113600,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528DCF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104XY8,ZTEEGANR3E07979,SAP File,2025-06-25T04:58:42.609Z,SAP File,2025-06-25T04:58:42.609Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8D0290,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104XY7,ZTEEGANR3E07978,SAP File,2025-06-25T04:58:42.556Z,SAP File,2025-06-25T04:58:42.556Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8D028C,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X5M,ZTEEGANR3E06949,SAP File,2025-06-25T04:58:42.512Z,SAP File,2025-06-25T04:58:42.512Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF278,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X45,ZTEEGANR3E06896,SAP File,2025-06-25T04:58:42.470Z,SAP File,2025-06-25T04:58:42.470Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF1A4,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X40,ZTEEGANR3E06891,SAP File,2025-06-25T04:58:42.424Z,SAP File,2025-06-25T04:58:42.424Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF190,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X3Y,ZTEEGANR3E06889,SAP File,2025-06-25T04:58:42.383Z,SAP File,2025-06-25T04:58:42.383Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF188,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X3V,ZTEEGANR3E06886,SAP File,2025-06-25T04:58:42.341Z,SAP File,2025-06-25T04:58:42.341Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF17C,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X3N,ZTEEGANR3E06878,SAP File,2025-06-25T04:58:42.302Z,SAP File,2025-06-25T04:58:42.302Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF15C,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104X2D,ZTEEGANR3E06832,SAP File,2025-06-25T04:58:42.264Z,SAP File,2025-06-25T04:58:42.264Z,8403110781,,,,,,,Attribuito,false,IMSUS230,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8CF0A4,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
